,Group,Title,,date,likes,comment,sentiment
215,FIFTY FIFTY,Starry Night,,2024-09-11T13:31:18Z,25,트위터에 삼분이 편드는 애들 뭔가 전문적이었죠. 기밀 사항도 알고 있는듯하고. 걔들 정체가 이번에 드러났네요,0
216,FIFTY FIFTY,SOS,,2024-09-20T04:34:51Z,1,Sos는 말할것도없음 뮤직비디오색감도 넘 세련ㅠ감각그자체 뉴진스한복화보색감 이랑 비슷함 요즘유행인지모르겧지만 비디오색감이 미쳤어요,2
217,FIFTY FIFTY,Starry Night,,2024-09-03T08:40:12Z,2,작곡가 코디 뮤비감독  전홍준 대표님! 새로운 피프티 2기 어떻게 만들어 드릴까요? 전홍준 큐피트 배껴주세요 -작업 후 작곡가 코디 이정도면 됐나요?. 전홍준 하... 이것밖에 못 배끼나요? 전홍준 걍 큐피트 통 카피 해주세요!,2
218,FIFTY FIFTY,Cupid,,2023-05-08T06:19:15Z,5,크 노래 좋다 한국 아이돌 노래 아닌줄 23 5 8,2
219,FIFTY FIFTY,Cupid,,2023-04-13T14:38:21Z,5,에프ㄷ킬라 뿌려야 겠다 바퀴벌레들이 많이 꼬이네 ㅎㅎ,0
220,FIFTY FIFTY,Cupid,,2023-07-04T20:12:14Z,3,통수치는것들,0
221,FIFTY FIFTY,Cupid,,2023-07-06T23:38:57Z,3,욕도 아깝다.....,0
222,FIFTY FIFTY,Cupid,,2023-04-08T04:42:12Z,2,Walk away 느낌나고 진짜 개좋은듯 흥해라,2
223,FIFTY FIFTY,SOS,,2024-09-23T03:36:51Z,9,1000만뷰 ㅊㅋㅊㅋ,2
224,FIFTY FIFTY,Lovin' Me,,2022-11-15T05:28:06Z,9,와 진~짜 예쁘다 노래 춤 멤버들 모두 다 예쁘다!! 응원할게요!!! 화이팅!!!,2
225,FIFTY FIFTY,Starry Night,,2024-09-13T00:03:21Z,33,금요일은 금빛가루 화음 스타리나이트로 이번주 마무리합니다. 즐거운 한가위 명절 쇠세요,2
226,FIFTY FIFTY,Cupid,,2023-07-04T17:58:40Z,2,오십 오십은 바보야~ 널 1위로 올려준 사람을 왜 고소해?,0
227,FIFTY FIFTY,Starry Night,,2024-09-17T01:12:29Z,16,전홍준 대표님 피프티피프티 꽃길만 걸어요,2
228,FIFTY FIFTY,Cupid,,2023-08-22T17:32:47Z,0,뱃살 ㅈㄴ많던데 ㅋㅋㅋ,0
229,FIFTY FIFTY,Lovin' Me,,2023-07-20T22:55:30Z,3,​@ 빌보드 갔는데... 어디 중소가 핫100 드러갔냐? 말해봐!!! 스테이시 엔믹스 에스파? 누가 핫100갔니? 대형도 못 드러가는데... 뉴진스도 대형이고,0
230,FIFTY FIFTY,SOS,,2024-09-28T07:07:33Z,6,https://www.youtube.com/watch?v=72GElon8xnM  --- [인사이드] 5인조 완전체로 컴백한 &#39;피프티피프티&#39; / 연합뉴스TV (YonhapnewsTV) 타고난 아름다움과 놀라운 가창력 등 뛰어난 재능들로 COMEBACK하여 국내외 무대를 통해 열심히 성실히 활동하기 시작한 키나 샤넬 예원 하나 아테나의 FiftyFifty를 &#39;연합뉴스TV&#39;께서 인터뷰에 초청해 주심을 감사드립니다. 인터뷰를 통해 이번 엘범에 수록된 곡들이 &#39;인급동&#39;(인기급등 동영상)들로 국내외 팬분들 포함 대중들에게 사랑받고 조회수 또한 천만 이상으로 날이갈 수록 상승하고 있다는 사실 앞에서 다섯 명의 피프티피프티 맴버들이 결코 자만하지 않고 더욱 더 겸손함의 태도로 인터뷰하는 모습을 보면서 타고난 인성 성품조차 어쩌면 저리도 착하고 겸손한 피프티피프티 맴버들인가 칭찬과 함께 격려 응원을 하지 않을래야 하지 않을 수가 없네요. 소속사인 어트렉트엔터사의 전홍준 대표님께서 기존 맴버인 키나를 제외하고 어쩜 저리도 타고난 인성 성품이 착하고 성실 겸손한 가운데 타고난 용모 포함 재능들도 뛰어난 샤넬 예원 하나 아테나와 같은 KPOP 분야의 재원 인재 보석들을 선발하시어 열심히 성실히 활동하며 성공의 꽃길을(이미 그러한 꽃길을 달려가고 있지만) 달려갈 수 있도록 물심양면으로 최선을 다해 지원 응원하고 계시니 한국 음악계에서 30여 년이 넘는 경력으로서 산전 수전 공중전의 파란만장한 경험 경력들의 전문가 분들 가운데서도 전문가로서 뛰어난 안목을 갖추신 분이 아닐 수가 없습니다. 피프티피프티 화이팅 ! 전홍준 대표님 화이팅 !,1
231,FIFTY FIFTY,SOS,,2024-09-20T10:02:40Z,13,​@ 찐텐인데ㅋㅋㅋ,1
232,FIFTY FIFTY,Starry Night,,2024-09-12T10:40:59Z,0,진짜요?,1
233,FIFTY FIFTY,Cupid,,2023-07-05T18:29:12Z,56,비주얼 애매해서 아무도 모름 국민 서바이벌로 새로 맴버 뽑으면 개이득 프듀 가즈아,0
234,FIFTY FIFTY,Starry Night,,2024-08-30T07:23:15Z,0,타이틀아닙니다,1
235,FIFTY FIFTY,Starry Night,,2024-09-04T02:25:48Z,0,우왕,2
236,FIFTY FIFTY,SOS,,2024-09-20T08:54:38Z,175,와~ 공감입니다,2
237,FIFTY FIFTY,SOS,,2024-09-24T23:50:56Z,11,엠카운트다운 투표끝났나요? 앱다운받고 찾아봐도 투표하는 곳이 어딨는지 모르겠어요 난생 처음해보는거라..,2
238,FIFTY FIFTY,SOS,,2024-09-20T04:48:45Z,5,Sos 다음으로 gravity 다음으로 starry night 이네요 Sos는 외국인 귀에도 굉장히 좋은노래로 들릴듯 앨범만 도착하길 기다립니다,2
239,FIFTY FIFTY,Cupid,,2023-02-23T13:45:33Z,30,첫부분부터 노래가 너무 좋아요 ㅠㅠㅠㅠㅠㅠㅠㅠㅠ진짜 중소여돌 맞냐 노래 퀄리티 봐라 진짜 너네 흥해라 ㅠㅠㅠ,2
240,FIFTY FIFTY,SOS,,2024-09-20T04:05:59Z,22,노래 귀에 쏙쏙 대박! 안무도 Sos 손동작할때 우와!,2
241,FIFTY FIFTY,Cupid,,2023-07-06T14:44:38Z,6,이지은도,1
242,FIFTY FIFTY,Starry Night,,2024-09-17T03:45:05Z,29,전대표님 화이팅~ 대한민국 3대 기획사로 뜰거같습니다~,2
243,FIFTY FIFTY,SOS,,2024-09-20T09:00:00Z,0,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㄹㅇ 긁??,0
244,FIFTY FIFTY,SOS,,2024-09-23T16:28:39Z,4,이미 템퍼링 증거와 녹취까지 다 나왔는데도 그냥 소송할건가봐요. 인간이라면 바로 납작엎드려 사죄를 해도 모자랄판에..,0
245,FIFTY FIFTY,SOS,,2024-09-22T04:31:03Z,17,피프티 살아났구나,2
246,FIFTY FIFTY,Cupid,,2023-07-01T06:34:13Z,1,​@ 맞지 1집 개같이 망해도 수십억 썼는데 ㅋㅋ,0
247,FIFTY FIFTY,SOS,,2024-09-20T07:36:46Z,1,오~좋은데?,2
248,FIFTY FIFTY,Starry Night,,2024-09-11T14:54:08Z,3,&#39;지들 돈 나가는데 나랑 뭔 상관?&#39; 상관 많잖아.ㅠ 안성일한테 바이럴비 받아야되는데.ㅠ,0
249,FIFTY FIFTY,Cupid,,2023-03-19T20:39:02Z,2,불 꺼진 romantic all my life 내 주위는 온통 lovely day 내 눈 속에 비친 arrow sign (Oh why? Oh why?) (Oh why? Oh why?) I&#39;m feeling lonely (lonely) 그만 힐끗대고 말해줘요 Hold me (hold me) 다시 crying in my room 숨기고 싶어 (say what you say but I want it more) But still I want it more more more I gave a second chance to Cupid 널 믿은 내가 정말 stupid 보여줄게 숨겨왔던 love is it real? Cupid is so dumb 또 꿈길을 걷는 everyday 눈 뜨면 다시 또 flew away Waiting around is a waste (waste) 나 솔직히 지금이 편해 상상만큼 짜릿한 걸까? Now I&#39;m so lonely (lonely) 매일 꿈속에서 연습했죠 Kiss me (kiss me) 다시 crying in my room 포기할까 봐 (say what you say but I want it more) But still I want it more more more I gave a second chance to Cupid 널 믿은 내가 정말 stupid 보여줄게 숨겨왔던 love is it real? Cupid is so dumb I&#39;m so lonely hold me tightly 짜릿한 걸 원해 Who will really love me truly? 내게 기다림은 없어 I can&#39;t wait 더는 믿지 않아 now I&#39;m gonna make it mine Love is a light I&#39;ll show my love is right It&#39;s not a joke so give it to me right now No more chance to you You know? Hey d-d-d-dumb boy 꿈속에 매일 밤 someone Who will share this feeling I&#39;m a fool a fool for love A fool for love I gave a second chance to Cupid 널 믿은 내가 정말 stupid 보여줄게 숨겨왔던 love is it real? Cupid is so dumb I gave a second chance to Cupid 널 믿은 내가 정말 stupid 다시 한번 못 들은 척 기회를 줄게 Cupid is so dumb,1
250,FIFTY FIFTY,Starry Night,,2024-08-30T07:23:29Z,1,그 동네 떡볶이집 어딘가요? 당장 달려갑니다!!,2
251,FIFTY FIFTY,SOS,,2024-09-25T18:04:53Z,15,음방 기다려지네요~,2
252,FIFTY FIFTY,SOS,,2024-09-21T03:33:09Z,6,항상 응원할게욤~,2
253,FIFTY FIFTY,Cupid,,2023-07-04T03:58:31Z,21,뒤통수 50번 칠래~,0
254,FIFTY FIFTY,Starry Night,,2024-08-31T00:29:15Z,2,착한 딸들이에요,2
255,FIFTY FIFTY,Starry Night,,2024-09-07T06:23:22Z,15,1000만 ㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊㅊ 난 일하러 간다 이따 또 보자고 핍둥이들아,2
256,FIFTY FIFTY,Starry Night,,2024-08-30T06:04:34Z,0,응원합니다~!!,2
257,FIFTY FIFTY,Starry Night,,2024-08-30T04:35:24Z,0,아~~~좀아쉬운데,0
258,FIFTY FIFTY,Starry Night,,2024-09-07T06:19:19Z,10,천만 카운트다운 돌입!!!,2
259,FIFTY FIFTY,Cupid,,2023-07-03T15:09:07Z,5,1억뷰 가즈아 ~~~~~~!!!,2
260,FIFTY FIFTY,Starry Night,,2024-09-08T11:50:37Z,5,혹시??안성일?? ㅋㅋㅋㄲㅋㅋㅋㄱ배아픈갑넹 ㅋㅋㅋㅋㅋ,0
261,FIFTY FIFTY,Cupid,,2024-09-22T17:22:50Z,7,인성은 별로였어도 음색은 깔수없다. 새로 나온 2기가 잘됐으면 좋겠지만 음색은 1기에 미치지 못해서 아쉬워서 다시 보러옴,2
262,FIFTY FIFTY,Cupid,,2023-07-17T16:58:28Z,0,진짜 교활한 애죠,0
263,FIFTY FIFTY,Cupid,,2023-07-09T10:54:02Z,1,옳소! 능지처참 납시오~~~ ㅋㅋㅋ,0
264,FIFTY FIFTY,Starry Night,,2024-09-05T04:12:01Z,29,전홍준대표님 안목도 좋으시고 트렌디하신거같아요! 이번 신곡도 너무 좋아요,2
265,FIFTY FIFTY,Starry Night,,2024-08-30T08:35:36Z,4,2기 비주얼은 확실히 업그레이드,2
266,FIFTY FIFTY,SOS,,2024-09-21T07:07:06Z,3,7788 오랜만에 왔는듯 ㅋ,1
267,FIFTY FIFTY,Cupid,,2023-04-25T10:02:50Z,7,빌보드 핫 100 50위 ㅊㅋㅊㅋ 드려요,2
268,FIFTY FIFTY,Starry Night,,2024-09-02T12:52:56Z,23,중독성 있는 노래입니다. 계속 듣고 보게 되네요~ 1 000만 뷰 가봅시다 :),2
269,FIFTY FIFTY,SOS,,2024-09-21T23:27:54Z,12,공감~~ 흰색 옷이 청순하면서도 이뻤어요~~~,2
270,FIFTY FIFTY,Starry Night,,2024-08-31T17:47:11Z,3,그분 또 댓삭 한거 같은데요,2
271,FIFTY FIFTY,Starry Night,,2024-09-02T07:39:36Z,21,타 그룹 팬들도 모두 응원하러 왔다! 매일 경쟁하느라 싸움터여서 씁쓸했는데 이만하면 연예계 평화도 지키러 나온거 아닌가...!! 진짜 잘되면 좋겠다! 이 참에 다른 그룹들도 서로 응원하는 팬 문화 생기면 좋겠다,2
272,FIFTY FIFTY,Cupid,,2023-07-05T12:47:34Z,23,지금이라도 대표께 정중히 사과하고 용서를 빌어라고 댓글을 엊그제 적었는데 오늘 소속사몰래 가족들하고 팀명 개별 상품권등록하고 어트랙스 대표 형사고소 준비한다는 기사보고 마음 접었다. 이정도일줄은 정말 몰랐네. 상품권 등록 한게 소속사를 상대로 전속계약 효력정지 가처분 신청을 제기한 날과 겹친다는 말 듣고 솔직히 소름 돋았다. 나이 40넘게 아이돌 이 정도로 관심있게 지켜보고 기사 매일 찾아보고 음악1시간이상씩 매을듣고 잘되기를 응원한게 처음인데 이 정도일줄 몰랐네.. 어트랙스 관계자가 멤버들이랑 가족들 계속 연락 닿을려고 집에도 찾아가고 연락도 했다는데 전혀 연락도 닿지 않았다는거보니 작정하거 준비하는거 같네. 이제 더이상 응원은 못하겠다.그렇다고 비난도 더이상은 안할련다. 처음부터 이 정도 인성이고 이 정도 그릇밖에 안되는구나 생각할련다.정말정말 실망이네. 대표님은 꼭 승소하셔서 저작권 찾으시고 보란듯이 2기멤버 새로 찾아서 재기 하시길 바랍니다.많은것 못해주겠지만 앨범구매 그리고 콘서트 한다면 티켓은 꼭 구매 하겠습니다.,0
273,FIFTY FIFTY,SOS,,2024-09-20T15:13:11Z,3,이 문화적 그리고 역사적 충격의 시작  정말 격렬하게 응원합니다. 사랑해요 핍티핍티!!,2
274,FIFTY FIFTY,SOS,,2024-09-28T10:51:17Z,2,어이구 인천으로 이사갔나봐?,0
275,FIFTY FIFTY,Starry Night,,2024-09-06T15:42:38Z,5,와…멋집니다! 저는 아이패드랑 아이폰으로 스밍 중인데 짱박아뒀던 랩탑이 어디있는지 찾아봐야겠네요!,2
276,FIFTY FIFTY,SOS,,2024-09-20T04:28:55Z,3,노래너무조아ㅏㅏㅏ 다들너무이뿌다ㅠㅠ,2
277,FIFTY FIFTY,Starry Night,,2024-08-31T11:39:11Z,32,중독성이 있네요,2
278,FIFTY FIFTY,Cupid,,2024-08-10T08:51:02Z,25,애들 아깝긴하다 목소리 특이하고 좋았는데… 왜 그런 욕심을 부리고 선택을 했을까 아쉽다,1
279,FIFTY FIFTY,Starry Night,,2024-09-03T10:07:25Z,15,구독자가 점점 늘어나네...177만,2
280,FIFTY FIFTY,Higher,,2023-04-02T05:14:16Z,6,하얀티에 하늘색 치마 양갈래 리더 새나 메인 댄서 썹랩퍼 04년생 분홍점퍼에 연청바지 하얀 비니 시오 메인보컬 리드댄서 04년생 새나 시오 같이 러빈미 부름 금발 분홍색 바지 하늘색 원피스 키나 메인 랩퍼 썹보컬 02년생 인트로 청 숏 원피스 리본에 하얀 원피스 아란 리드보컬 리드래퍼 04년생 막내 키나 아란 같이 텔미 부름 피프티 피프티 화이팅 !,2
281,FIFTY FIFTY,Starry Night,,2024-09-09T23:10:20Z,12,좋은 아침 입니다,2
282,FIFTY FIFTY,Cupid,,2023-07-04T10:28:15Z,11,피프티피프티곡은 앞으로 듣지않겠다. 바비 보이콧이다.,0
283,FIFTY FIFTY,Starry Night,,2024-09-03T02:14:43Z,2,응? 그러고보니 샤넬턴?,1
284,FIFTY FIFTY,Lovin' Me,,2023-06-03T13:57:01Z,0,영미권 팝은 이렇게 가슴을 후비고 가슴에 직접 와닿는 노래는 없는 걸로,2
285,FIFTY FIFTY,SOS,,2024-09-20T04:27:02Z,0,약간 보사노바풍의 음악이내요 큐피드를 연상케 하면서도 독특한 음악 같습니다 좋아요,2
286,FIFTY FIFTY,SOS,,2024-09-23T01:30:33Z,4,틀딱이겠지 ㅋ,0
287,FIFTY FIFTY,SOS,,2024-09-20T05:02:34Z,1,눈물날만큼좋타,2
288,FIFTY FIFTY,Starry Night,,2024-08-30T04:17:48Z,5,후렴 부분이 존좋ㅇㅇ 타이틀도 기대된다,2
289,FIFTY FIFTY,Starry Night,,2024-08-30T16:55:05Z,10,난 엔터에 관해선 외모 지상주의 니까.. 1기 보다 이쁘니까 좋다.,2
290,FIFTY FIFTY,Higher,,2024-06-14T14:49:47Z,6,오늘 입덕했는데... 이제 더는 볼 수 없다니... 참 슬프구나...,1
291,FIFTY FIFTY,Cupid,,2023-07-07T03:26:09Z,0,원래 소속사 유통사자 저작권자보다 돈 훨씬 마니 가져갑니더 저작권도 다 가져가려고 싸우는거고 에휴 소속사 이미 떼돈 벌어놨어요 가처분 들어가니까 정산도 해줬고. 모든 활동에서 소속사가 돈 젤 마니 가져감 그러니까 안놔주려는거고 저 가수들은 못믿어소 나가고 싶다는 것임,0
292,FIFTY FIFTY,Starry Night,,2024-09-02T16:12:52Z,5,그것은 잘못된 정보야.,0
293,FIFTY FIFTY,Lovin' Me,,2023-06-18T06:50:48Z,5,한국 사람들도 잘 모름 ㅋㅋ,0
294,FIFTY FIFTY,Starry Night,,2024-09-03T04:40:53Z,6,댓글들 보니까...삼프티 사건이 말이 많 고 탈이 많았던 사건들이였어서 어르신 들이 피프티2기 노래많이들으시는것 같네..- -ㅋㅋ계속..나이인증을 하심,0
295,FIFTY FIFTY,SOS,,2024-09-23T15:30:58Z,2,악플을 무지성으로 알바로만 몰아가는 팬들의 태도는 까를 더 많이 만들어냅니다..,0
296,FIFTY FIFTY,Starry Night,,2024-08-30T15:05:54Z,7,노래개좋음,2
297,FIFTY FIFTY,Starry Night,,2024-08-30T11:55:44Z,4,진짜 아이돌누가누군지 모르는 사람.. 근데 피프티는 응원하고 싶다. 맴버가 누군지는 모르지만 피프티 화이팅!!,2
298,FIFTY FIFTY,Starry Night,,2024-09-02T13:25:32Z,43,진짜 진심어린 애정이 느껴집니다 울 핍둥이들은 좋겠다 이런 든든한 지원군들이 지금 30만명 대기중이니,2
299,FIFTY FIFTY,Cupid,,2023-09-16T14:45:31Z,0,더기버스에서 6개월만에 성장시켰고 몇년동안 데뷰도 못하고있었음다,1
300,Kep1er,Up!,,2022-06-27T09:48:45Z,6,한 여름 햇빛이 쨍한날 에어컨틀고 시원한 아이스아메리카노 마시면서 듣고싶은 노래,2
301,Kep1er,Giddy,,2023-04-10T15:03:42Z,15,頑張ってるkep1ianのコメント見ると泣けてくるkep1ianまだまだいけるよ화이팅가자〜!!,2
302,Kep1er,Giddy,,2023-04-12T02:20:40Z,5,너무 좋다,2
303,Kep1er,WA DA DA,,2022-01-03T09:36:23Z,0,가자 kep1er 노래 너무 좋다 당신 모두는 너무 재능이 있습니다 올해는 여러분 모두에게 최고의 해가 될 것입니다.,2
304,Kep1er,Straight Line,,2024-04-23T15:13:15Z,1,한국에서 정말 사랑해요,2
305,Kep1er,WA DA DA,,2022-01-14T16:01:41Z,0,예서 포토카드를 받을 수 있도록 기도해주세요!,2
306,Kep1er,WA DA DA,,2022-01-04T05:29:22Z,2,너무하긴해 히에 불량 8초밖에 없는게 말이안돼잖아 악플이나 달고,0
307,Kep1er,WA DA DA,,2022-05-08T15:04:59Z,24,KCON 수고하셨습니다!일본에서 온라인으로 응원하고 있었어요! 멋있었어요!앞으로도 응원할게요!파이팅!,2
308,Kep1er,Giddy,,2023-08-22T08:41:19Z,1,저 부르시는 건가요?,1
309,Kep1er,Wing Wing,,2022-08-03T06:19:25Z,1,컨셉 너무 잘 어올려! 화이팅!,2
310,Kep1er,Up!,,2022-07-09T22:51:47Z,3,잘 뽑았네,2
311,Kep1er,Up!,,2022-06-22T17:41:24Z,7,케플러 화이팅!!!,2
312,Kep1er,We Fresh,,2022-10-13T12:21:01Z,0,우리 다연이 최고야 정말,2
313,Kep1er,WA DA DA,,2022-01-04T00:58:21Z,1,케플러 데뷔 축하해,2
314,Kep1er,Up!,,2022-06-20T09:16:45Z,1,헐ㄹ...우리짱플러 컴백해쪄? 사랑해,2
315,Kep1er,Straight Line,,2024-04-29T03:54:36Z,11,ヒエちゃんの表情が過去一なんですけど1:01  マシロちゃんのダンス最高2:00 한국에서도 이 곡으로 컴백했으면 좋겠네요.,2
316,Kep1er,Giddy,,2023-04-09T16:01:41Z,0,케플러 사랑해 ㅋㄷ 흥해랏,2
317,Kep1er,WA DA DA,,2022-01-05T10:19:31Z,2,채현이 너무 귀엽고 예쁘당,2
318,Kep1er,Giddy,,2023-04-10T03:41:14Z,0,Hahaha 그만해~ 계속 그렇게 말한다면 신곡이 나오지 않습니다 all members 사랑해 주세요 이 곡은 전부 killing part 9명 전부 예쁘고 소중하다,0
319,Kep1er,WA DA DA,,2023-10-02T10:18:41Z,23,케플러는 진짜 안타깝다...데뷔곡이후로는 인기가 많이 식어버렸네,0
320,Kep1er,WA DA DA,,2022-01-03T22:31:32Z,2,이 아름다운 노래를 듣고 멈출 수 없어 wadada,2
321,Kep1er,Wing Wing,,2022-08-02T22:11:19Z,0,노래랑 컨셉 다 좋다,2
322,Kep1er,WA DA DA,,2022-01-03T09:34:24Z,1,Yessss my ACE seo young-un finallyyyyyyyy ahhhkkkk. Sending my love and full support for Kepler OT9 wohoooo 화이팅,?
323,Kep1er,WA DA DA,,2024-03-13T23:24:31Z,2,케플러,1
324,Kep1er,WA DA DA,,2022-01-16T03:58:12Z,2,바히이가 부당하게 대우받는 이유는 무엇입니까? 유명한 kap1er 카르나 바히이이지만 그는 여동생 현닝카이입니다 심한 도대체,0
325,Kep1er,WA DA DA,,2022-01-26T11:48:49Z,5,영어로 댓글 쓰기 지겹다 www. 하지만 한국어 댓글은 없어요 TnT 제 영어가 더 좋았으면 좋겠어요 :),0
326,Kep1er,I do! Do you,,2023-02-21T19:09:07Z,0,노래 좋아요?,1
327,Kep1er,WA DA DA,,2022-01-03T13:21:11Z,0,우리 히에,2
328,Kep1er,Giddy,,2023-04-10T18:06:49Z,0,우리 케플러,2
329,Kep1er,WA DA DA,,2022-01-03T10:40:54Z,2,다연아 프듀 때부터 수고했어!!너무 이쁘다 케플러 제일 잘 나갖,2
330,Kep1er,WA DA DA,,2022-04-23T17:54:36Z,0,얘들아..내 머리에서 꺼져 말그대로 5세대를 박살내셨군요 축하드립니다 1억뷰 사랑해요,2
331,Kep1er,Up!,,2022-06-20T09:20:49Z,1,여기 배속돌린 것 같은데 기분탓인가,0
332,Kep1er,WA DA DA,,2022-01-03T09:07:51Z,0,다연아 축하해,2
333,Kep1er,Giddy,,2023-10-24T18:27:00Z,16,저는 케플리안은 아니지만 이 노래가 저에게 많은 빛을 줬어요 고마워요 뽀뽀들,2
334,Kep1er,WA DA DA,,2022-03-31T11:26:32Z,2,어마어마한 강력한,2
335,Kep1er,WA DA DA,,2022-05-08T02:49:53Z,363,케플러 너무 멋있어요!🫰,2
336,Kep1er,WA DA DA,,2022-03-24T13:52:32Z,3,채현 언니 오프닝 때 나 죽어,2
337,Kep1er,WA DA DA,,2022-01-04T05:19:37Z,2,Kep1er 사랑해 デビューおめでとう 短い活動期間なのだから、花道だけを沢山歩こうね。 ふぁいてぃん,2
338,Kep1er,WA DA DA,,2022-01-03T22:21:22Z,0,케플러의 첫 번째 신곡이 와다다이지만 꼭 들을게요.,2
339,Kep1er,Up!,,2022-06-20T11:22:21Z,1,대박 아름다운!,2
340,Kep1er,WA DA DA,,2022-04-16T20:46:14Z,4,1억회 축하해요~~~~,2
341,Kep1er,Up!,,2022-06-20T13:48:23Z,0,이번에 예서 너무 이쁜데?!🫶,2
342,Kep1er,Giddy,,2023-04-09T16:00:23Z,1,채현이 테니스치마 허벅지 예쁘다 너무,2
343,Kep1er,WA DA DA,,2022-01-09T12:44:12Z,5,Kep1er사랑해요(*´`),2
344,Kep1er,WA DA DA,,2022-01-03T13:14:59Z,1,so cute!!항상 응원할게 사랑해,2
345,Kep1er,WA DA DA,,2022-01-03T09:01:25Z,1,와 케플러 신곡 대박이야 노래 좋다,2
346,Kep1er,Giddy,,2023-04-09T15:15:58Z,0,우리 김채현 너무 예쁘다,2
347,Kep1er,WA DA DA,,2022-01-05T05:38:43Z,1,오늘도 ㅋㅋㅋ,2
348,Kep1er,WA DA DA,,2022-04-16T06:04:58Z,5,HUNDRED MILLION LIKE SUPERSONIC #WADADA_100M_Views #와다다_1억뷰_축하해,2
349,Kep1er,Up!,,2022-06-20T13:42:22Z,0,케플러 짱이야..,2
350,Kep1er,Giddy,,2023-04-12T08:49:51Z,34,이것은 정말 좋은 노래입니다. 재미있고 멋지고 컨셉이 아주 예뻐요. Kep1er의 새로운 것입니다. 소녀들은 아름다워 보이고 모두 잘 지내고 있습니다!,2
351,Kep1er,Up!,,2022-06-24T15:24:54Z,5,샤오팅 와 진짜 예뻐ㅠㅠ,2
352,Kep1er,WA DA DA,,2022-04-07T08:35:17Z,4,네...해외팬 엄청 많아요,1
353,Kep1er,We Fresh,,2022-10-13T12:23:22Z,0,샤오팅,2
354,Kep1er,Up!,,2022-06-21T20:55:58Z,40,나는 여름의 개념을 좋아한다. 멤버들 다 예뻐요(_) Kep1er 파이팅!!,2
355,Kep1er,WA DA DA,,2022-01-03T09:04:55Z,0,Rookie of the year! Let’s Go!!! Kep1er 케플러 짱,2
356,Kep1er,WA DA DA,,2022-01-05T14:08:48Z,1,유투브는 조회수 올라가서 좋은데 음원차트 성적 올라갔으면 좋겠다,1
357,Kep1er,Up!,,2022-06-21T08:56:42Z,0,자신이 머리가 조금 똑똑하다 ? 대학교 간 사람 ? 이 글을보고 돈을 모을 수 있는 사람입니다. 누구나 ! 포커게임으로 평등하게 ! 덤 검색하세요 !,1
358,Kep1er,WA DA DA,,2024-01-15T11:50:09Z,16,홍세현도 좋아하는 노래,1
359,Kep1er,WA DA DA,,2022-01-08T02:26:09Z,1,이 팀은 왜 인스타 광고에 뜨지 ..?,0
360,Kep1er,We Fresh,,2022-10-14T06:57:59Z,7,500만 번 재생을 축하합니다.,2
361,Kep1er,Up!,,2022-06-20T19:39:36Z,0,이 노래에 푹 빠졌어,2
362,Kep1er,Up!,,2022-07-18T16:21:56Z,20,30M views 축하해~ Up! Up! Up! Up! Up!,2
363,Kep1er,WA DA DA,,2022-01-03T11:24:41Z,1,채현이랑 다연이 파트 극락이다..,2
364,Kep1er,Up!,,2022-08-18T17:56:44Z,3,보는 걸 멈출 수가 없어,2
365,Kep1er,Up!,,2022-06-20T09:15:40Z,260,전 어제 컴백쇼 더블라스트 온데어 사녹 다녀왔었는데 그 때 봤던 그 감정이 다시 살아나네요!! ㅠㅠ 노래 이번에 넘나 좋아요!! I already watched yesterday their comeback show as a pre-recorded program!! At that time I felt amazing moment!! and I feel same awesome moment now!!!,2
366,Kep1er,Giddy,,2023-04-09T16:58:55Z,0,기디기디,2
367,Kep1er,Giddy,,2023-04-18T08:51:14Z,2,SHEN Xiaoting은 매우 아름답습니다.,2
368,Kep1er,Giddy,,2023-04-10T00:20:28Z,3,왜 이리 예뻐진거야들?,2
369,Kep1er,WA DA DA,,2022-01-03T14:24:52Z,2,데뷔를 축하해,2
370,Kep1er,WA DA DA,,2022-04-26T12:13:50Z,3,채탄절 축하해!!,2
371,Kep1er,WA DA DA,,2022-01-04T07:27:03Z,2,ヨンウンが最高に可愛すぎる 사랑해️️️️,2
372,Kep1er,WA DA DA,,2022-01-03T18:24:32Z,0,Dayeon part sooooooooooooo............... 아넘촣아~ 김다연 사랑해요,2
373,Kep1er,WA DA DA,,2022-01-07T11:11:32Z,2,정말 열심히 해줬으면 좋겠어요.️‍,2
374,Kep1er,We Fresh,,2022-10-14T04:10:14Z,5,휘몰아쳐 케플러,2
375,Kep1er,WA DA DA,,2022-01-03T10:55:53Z,1,최유진  심소정  마시로  김채현  김다연  히카루  바히에  서영은  강예서  진짜 최고다 ️️️️️ 공중파 음방 1위 가자 !!!!,2
376,Kep1er,Giddy,,2023-09-25T14:18:18Z,1,영은,2
377,Kep1er,Giddy,,2023-04-09T15:25:00Z,0,내 인생에서 한 가지만 들을 수 있다면 그건 히에의 목소리일 거야~,2
378,Kep1er,Giddy,,2023-04-09T15:27:59Z,70,이 노래는 대중에게 퍼져야합니다. 아주 좋은 노래입니다！！,2
